Kode_RS,Rumah_Sakit,Jenis,Jenis_Grup,Kelas,Penyelenggara,Penyelenggara_Kategori,Provinsi,Kab_Kota,Dokter,Dokter Gigi,Dokter Spesialis Penyakit Dalam (Sp.PD),Dokter Spesialis Obstetri & Ginekologi (Sp.OG),Dokter Spesialis Anak (Sp.A),Dokter Spesialis Bedah (Sp.B),Subspesialis Digestif,Subspesialis Onkologi,Dokter Spesialis Obstetri & Ginekologi (Sp.OG)_2,Subspesialis Onkologi ginekologi,Dokter Spesialis Penyakit Dalam (Sp.PD)_2,Subspesialis Hematologi onkologi,Subspesialis Gastroenterologi-hepatologi,Dokter Spesialis Anak (Sp.A)_2,Subspesialis Hematologi onkologi_2,Dokter Spesialis Paru  - Pulmonologi (Sp.P),Subspesialis Onkologi thoraks,Dokter Spesialis Patologi Anatomi (Sp.PA),Dokter Spesialis Patologi Klinik (SP.PK),Dokter Spesialis Radiologi (Sp.Rad),Dokter Spesialis Onkologi Radiasi (Sp.Onk.Rad),Dokter Spesialis Anastesiologi (Sp.An),Dokter Spesialis Nuklir (Sp.KN),Ahli Teknologi Laboratorium Medik (Analis Kesehatan),Fisikawan Medik,Radiografer,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Kelengkapan_Data_SDM_pct,Brachytherapy,CT Scan 128,CT Scan 64,CT Simulator,CUSA,Cyclotron,Cytotoxic drug safety cabinet,Flowcytometer,IHK Manual,IHK Set,LINAC,Mammografi,Mikroskop fluoresen,Mikroskop microsurgery,MRI 1.5 Tesla,PET CT,Set Histopatologi,Slide Scanner / Digital Pathology,SPECT CT,"USG (Payudara, Abdomen, Ginekologi)",Jumlah_Record_Alkes_Raw,Duplikat_Alkes_Raw,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Kelengkapan_Data_Alkes_pct,Ada_Data_Alkes,BPJS_Bedah Onko,BPJS_Bronkoskopi,BPJS_Kemo,BPJS_Kolonoskopi,BPJS_Mammografi,BPJS_Patologi Anatomi,BPJS_Patologi Klinik,BPJS_Radioterapi,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
7371107,RS Ibu dan Anak Masyita,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,14.0,,1.0,5.0,3.0,1.0,,,5.0,,1.0,,,3.0,,,,,1.0,1.0,,,,4.0,,2.0,32.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371176,RS Bersalin Elim Makassar,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,4.0,,1.0,4.0,1.0,1.0,,,4.0,,1.0,,,1.0,,,,,,,,1.0,,,,,12.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371180,RS Ibu dan Anak Sentosa,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,13.0,6.0,2.0,13.0,5.0,2.0,,,13.0,,2.0,,,5.0,,,,,1.0,,,2.0,,2.0,,,46.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371191,RS Ibu dan Anak Sitti Khadijah 1 Muhammadiyah,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,21.0,,2.0,16.0,3.0,,,,16.0,,2.0,,,3.0,,,,,1.0,1.0,,3.0,,1.0,,,48.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,,,1,1,100.0
7371223,RS Ibu dan Anak Chaterine Booth,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,4.0,2.0,1.0,6.0,7.0,,,,6.0,,1.0,,,7.0,,,,1.0,1.0,,,2.0,,3.0,,3.0,30.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371234,RS Khusus Daerah Ibu dan Anak Pertiwi,RSIA,RS Khusus,C,Pemprop,RS Publik,Sulawesi Selatan,Kota Makassar,12.0,2.0,,4.0,2.0,,,,4.0,,,,,2.0,,,,1.0,2.0,1.0,,,,11.0,,2.0,37.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371256,RS Khusus Daerah Ibu dan Anak Siti Fatimah,RSIA,RS Khusus,B,Pemprop,RS Publik,Sulawesi Selatan,Kota Makassar,13.0,1.0,1.0,3.0,1.0,,,,3.0,,1.0,,,1.0,,,,,1.0,,,1.0,,9.0,,4.0,34.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371293,RS Islam Faisal,RSU,RS Umum,B,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,17.0,1.0,9.0,2.0,3.0,9.0,,1.0,2.0,,9.0,,,3.0,,1.0,,,2.0,3.0,1.0,3.0,,9.0,2.0,6.0,69.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7371314,RS Umum Pusat Dr. Tadjuddin Chalid Makassar,RSU,RS Umum,B,Kemkes,RS Publik,Sulawesi Selatan,Kota Makassar,32.0,5.0,6.0,3.0,5.0,5.0,,1.0,3.0,,6.0,,,5.0,,3.0,,,3.0,1.0,,5.0,,24.0,,16.0,109.0,13,56.52,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,,1.0,,1.0,False,7.0,7.0,75.0,1,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,6,6,100.0
7371325,RSUP Dr. Wahidin Sudirohusodo,RSU,RS Umum,A,Kemkes,RS Publik,Sulawesi Selatan,Kota Makassar,810.0,6.0,4.0,4.0,10.0,1.0,10.0,6.0,4.0,3.0,4.0,5.0,4.0,10.0,,3.0,2.0,5.0,2.0,7.0,2.0,11.0,,106.0,3.0,44.0,1048.0,21,91.3,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,0.0,,,1.0,,1.0,False,13.0,12.0,75.0,1,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Belum kerjasama BPJS,8,7,87.5
7371336,RS Hikmah,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,10.0,,3.0,1.0,1.0,1.0,,,1.0,,3.0,,,1.0,,1.0,,,1.0,1.0,,,,3.0,,2.0,24.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,,Sudah kerjasama BPJS,,2,2,100.0
7371340,RS Ibnu Sina YW-UMI Makassar,RSU,RS Umum,B,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,134.0,3.0,3.0,5.0,11.0,3.0,2.0,4.0,5.0,,3.0,1.0,2.0,11.0,,1.0,,4.0,4.0,4.0,,4.0,,14.0,,1.0,200.0,17,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,6,6,100.0
7371351,RS Umum Luramay,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,3.0,1.0,1.0,1.0,2.0,,,,1.0,,1.0,,,2.0,,,,,1.0,,,1.0,,,,1.0,11.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371362,RS Umum Daerah Haji Makassar,RSU,RS Umum,B,Pemprop,RS Publik,Sulawesi Selatan,Kota Makassar,29.0,7.0,6.0,6.0,3.0,4.0,,,6.0,,6.0,,,3.0,,1.0,,2.0,3.0,3.0,,2.0,,16.0,,11.0,93.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,4,4,100.0
7371373,RS Grestelina,RSU,RS Umum,B,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,15.0,1.0,8.0,8.0,6.0,4.0,1.0,1.0,8.0,,8.0,1.0,1.0,6.0,,2.0,,,1.0,3.0,,4.0,,,,,56.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,3,3,100.0
7371395,RS Umum Daerah Daya Kota Makassar,RSU,RS Umum,B,Pemkot,RS Publik,Sulawesi Selatan,Kota Makassar,14.0,7.0,5.0,6.0,4.0,3.0,,,6.0,,5.0,,,4.0,,,,3.0,3.0,4.0,,2.0,,16.0,,10.0,77.0,12,52.17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,,0.0,0.0,0.0,,,1.0,,1.0,False,5.0,5.0,75.0,1,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,4,4,100.0
7371399,RS Primaya,RSU,RS Umum,B,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,27.0,4.0,8.0,6.0,4.0,7.0,,,6.0,,8.0,,1.0,4.0,,2.0,,1.0,3.0,5.0,3.0,6.0,,19.0,1.0,12.0,109.0,16,69.57,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,,,,3,3,100.0
7371400,RS PKU Muhammadiyah Mamajang,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Makassar,4.0,1.0,2.0,3.0,,,,,3.0,,2.0,,,,,,,,1.0,,,,,,,,11.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371401,RS Ibu dan Anak Bunda,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,4.0,,,2.0,1.0,,,,2.0,,,,,1.0,,,,,,,,2.0,,,,,9.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371402,RS Siloam Makassar,RSU,RS Umum,B,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,26.0,4.0,13.0,7.0,9.0,2.0,,,7.0,,13.0,,,9.0,,3.0,,2.0,2.0,7.0,,10.0,,2.0,,2.0,89.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,,5,5,100.0
7371403,RS Mitra Husada,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,9.0,3.0,3.0,2.0,2.0,4.0,,,2.0,,3.0,,,2.0,,1.0,,,1.0,1.0,,5.0,,2.0,,5.0,38.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,,Sudah kerjasama BPJS,,2,2,100.0
7371406,RS Ibu dan Anak Budi Mulia,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,4.0,2.0,1.0,7.0,3.0,1.0,,,7.0,,1.0,,,3.0,,,,,1.0,1.0,,2.0,,2.0,,1.0,25.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371407,RS Umum Bahagia,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,8.0,1.0,4.0,5.0,4.0,3.0,,,5.0,,4.0,,,4.0,,,,,1.0,1.0,,2.0,,3.0,,5.0,37.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371408,RS Universitas Hasanuddin,RSU,RS Umum,B,Kementerian Lain,RS Publik,Sulawesi Selatan,Kota Makassar,247.0,29.0,30.0,14.0,17.0,10.0,,,14.0,,30.0,,,17.0,,7.0,,7.0,7.0,14.0,1.0,14.0,,26.0,2.0,16.0,441.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,5,5,100.0
7371410,RS Ibu dan Anak Ananda,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,3.0,,,11.0,,,,,11.0,,,,,,,,,,,,,,,,,,14.0,2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371412,RS Umum Wisata Universitas Indonesia Timur,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,42.0,,6.0,2.0,2.0,2.0,,,2.0,,6.0,,,2.0,,1.0,,,2.0,1.0,,3.0,,14.0,,2.0,77.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371413,RS Ibu dan Anak Permata Hati,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,5.0,1.0,3.0,1.0,5.0,,,,1.0,,3.0,,,5.0,,,,,,,,,,4.0,,,19.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371414,RS Ibu dan Anak Prof. dr. H. M. Farid,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,4.0,,2.0,4.0,2.0,1.0,,,4.0,,2.0,,,2.0,,,,,1.0,1.0,,2.0,,2.0,,1.0,20.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371418,RS Ibu dan Anak Malebu Husada,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,3.0,,,3.0,1.0,,,,3.0,,,,,1.0,,,,,,,,1.0,,1.0,,,9.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371422,RS Khusus Gigi dan Mulut Universitas Hasanuddin,RSK GM,RS Khusus,B,Kementerian Lain,RS Publik,Sulawesi Selatan,Kota Makassar,2.0,165.0,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,5.0,179.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371425,RSU Cahaya Medika Makassar,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,11.0,2.0,2.0,7.0,2.0,,,,7.0,,2.0,,,2.0,,,,,1.0,1.0,,2.0,,4.0,,1.0,33.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371426,RS Hermina Makassar,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,34.0,1.0,8.0,10.0,7.0,5.0,,1.0,10.0,,8.0,,,7.0,,2.0,,1.0,2.0,3.0,,7.0,,11.0,,5.0,97.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
7371427,RS Gigi dan Mulut Ladokgi TNI AL Yos Sudarso,RSK GM,RS Khusus,C,TNI,RS Publik,Sulawesi Selatan,Kota Makassar,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371428,RS Ibu dan Anak Paramount,RSIA,RS Khusus,B,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,,,,2.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,3.0,2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371429,RS Ibu dan Anak Kartini ,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,5.0,2.0,2.0,3.0,3.0,1.0,,,3.0,,2.0,,,3.0,,,,,1.0,1.0,,1.0,,1.0,,1.0,21.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7371430,RS Ibu dan Anak Amanat,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,8.0,,2.0,9.0,5.0,,,,9.0,,2.0,,,5.0,,,,,1.0,1.0,,1.0,,,,,27.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7371432,RS Umum Sayang Bunda,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,11.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,19.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371433,RS Khusus Daerah Gigi dan Mulut Provinsi Sulawesi ,RSK GM,RS Khusus,C,Pemprop,RS Publik,Sulawesi Selatan,Kota Makassar,3.0,41.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,47.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371434,RS Umum Sandi Karsa Makassar,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7371436,RS Mata Makassar,RSK Mata,RS Khusus,C,Kemkes,RS Publik,Sulawesi Selatan,Kota Makassar,8.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,12.0,3,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371448,RS Politeknik Ilmu Pelayaran (PIP) Makassar,RSU,RS Umum,D,Kementerian Lain,RS Publik,Sulawesi Selatan,Kota Makassar,15.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,3.0,,2.0,23.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371449,RS Otak & Jantung Pertamina Royal Biringkanaya,RSK JANTUNG,RS Khusus,B,BUMN,RS Privat,Sulawesi Selatan,Kota Makassar,2.0,,6.0,,,2.0,,,,,6.0,,,,,1.0,,,,,,,,1.0,,,12.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7371450,RS Islam Gigi dan Mulut FKG-UMI,RSK GM,RS Khusus,B,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,1.0,19.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,24.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371451,RS Mata JEC ORBITA @Makassar,RSK Mata,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7371452,Primaya Hospital Hertasning,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Makassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7372020,RS Fatima Pare-Pare,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Pare-pare,13.0,4.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,2.0,,,1.0,2.0,,3.0,,9.0,,4.0,47.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7372031,RS Tk. IV 07.07.03 Dr. Sumantri,RSU,RS Umum,C,TNI,RS Publik,Sulawesi Selatan,Kota Pare-pare,19.0,2.0,4.0,2.0,1.0,1.0,,,2.0,,4.0,,,1.0,,,,1.0,2.0,1.0,,2.0,,10.0,,4.0,49.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7372075,RS Umum Daerah Andi Makkasau Parepare,RSU,RS Umum,B,Pemkot,RS Publik,Sulawesi Selatan,Kota Pare-pare,13.0,1.0,5.0,3.0,2.0,2.0,,,3.0,,5.0,,,2.0,,2.0,,2.0,2.0,3.0,,3.0,,20.0,1.0,13.0,72.0,14,60.87,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,,,1.0,,1.0,False,5.0,5.0,75.0,1,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
7372077,RS Ibu dan Anak Ananda Trifa,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Selatan,Kota Pare-pare,2.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,6.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7372078,RS Dr. Hasri Ainun Habibie Parepare,RSU,RS Umum,B,Pemkot,RS Publik,Sulawesi Selatan,Kota Pare-pare,11.0,4.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,1.0,1.0,2.0,,2.0,,5.0,1.0,4.0,36.0,13,56.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,1.0,,1.0,False,3.0,3.0,75.0,1,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,,2,2,100.0
7373003,RS Umum Bintang Laut Palopo,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Palopo,10.0,3.0,2.0,1.0,,2.0,,,1.0,,2.0,,,,,,,,1.0,1.0,,1.0,,3.0,,4.0,28.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7373004,RS Umum St. Madyang,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Palopo,12.0,2.0,4.0,4.0,1.0,2.0,,1.0,4.0,,4.0,,,1.0,,,,1.0,4.0,2.0,,2.0,,5.0,,7.0,47.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,,Sudah kerjasama BPJS,,2,2,100.0
7373005,RS Mujaisyah,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Selatan,Kota Palopo,7.0,1.0,2.0,,1.0,1.0,,,,,2.0,,,1.0,,,,,1.0,1.0,,1.0,,2.0,,3.0,20.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7373007,RS Mega Buana Palopo,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Selatan,Kota Palopo,12.0,3.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,,,,1.0,1.0,,2.0,,4.0,1.0,3.0,36.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7373008,RS Dokter Palemmai Tandi,RSU,RS Umum,C,Pemkot,RS Publik,Sulawesi Selatan,Kota Palopo,26.0,5.0,2.0,2.0,1.0,4.0,,,2.0,,2.0,,,1.0,,,,,1.0,2.0,,3.0,,11.0,,6.0,63.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7373009,RS Umum Mitra Smart Palopo,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Selatan,Kota Palopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7373016,RS Umum Daerah Sawerigading,RSU,RS Umum,B,Pemkot,RS Publik,Sulawesi Selatan,Kota Palopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,,1.0,,1.0,False,5.0,5.0,75.0,1,,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,2,2,100.0
7373064,RS AT Medika,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sulawesi Selatan,Kota Palopo,16.0,3.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,,,,1.0,1.0,,2.0,,8.0,,6.0,46.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7404012,RS Benyamin Guluh Kolaka,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Kolaka,22.0,4.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,1.0,2.0,,,,,1.0,1.0,,1.0,,22.0,1.0,12.0,73.0,13,56.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,1.0,1.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7404023,RS Antam Nikel Pomalaa,RSU,RS Umum,D,BUMN,RS Privat,Sulawesi Tenggara,Kolaka,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,9.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7404045,RS Umum Harifa,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kolaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7404046,RS Ibu dan Anak Budi Medika,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Tenggara,Kolaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7403022,RS Umum Daerah Konawe,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Konawe,12.0,2.0,2.0,3.0,1.0,2.0,,,3.0,,2.0,,,1.0,,1.0,,,2.0,2.0,,1.0,,22.0,1.0,7.0,58.0,13,56.52,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,2.0,1.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7403126,RS Umum Setia Bunda,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Konawe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
