Nama_RS_BPJS,Kode_RS,Status_BPJS,Layanan_BPJS,Rumah_Sakit,Provinsi,Kab_Kota,Status_Sudah_BPJS
RS Umum Efarina Etaham,1211124,Sudah kerjasama BPJS,Mammografi,RS Umum Efarina Etaham,Sumatera Utara,Karo,1
RS Umum Imelda Pekerja Indonesia,1275622,Sudah kerjasama BPJS,Mammografi,RS Umum Imelda Pekerja Indonesia,Sumatera Utara,Kota Medan,1
RS Umum Murni Teguh Memorial Hospital,1275889,Sudah kerjasama BPJS,Mammografi,RS Umum Murni Teguh Memorial Hospital,Sumatera Utara,Kota Medan,1
RS Umum Bunda Thamrin,1275890,Sudah kerjasama BPJS,Mammografi,RS Umum Bunda Thamrin,Sumatera Utara,Kota Medan,1
RS Umum Royal Prima,1275907,Sudah kerjasama BPJS,Mammografi,RS Umum Royal Prima,Sumatera Utara,Kota Medan,1
RS Umum Martha Friska Multatuli,1275888,Sudah kerjasama BPJS,Mammografi,RS Umum Martha Friska Multatuli,Sumatera Utara,Kota Medan,1
RS Umum Universitas Sumatera Utara,1275913,Sudah kerjasama BPJS,Mammografi,RS Umum Universitas Sumatera Utara,Sumatera Utara,Kota Medan,1
RS Umum Daerah Dr. H. Kumpulan Pane,1274012,Sudah kerjasama BPJS,Mammografi,RS Umum Daerah Dr. H. Kumpulan Pane,Sumatera Utara,Kota Tebing Tinggi,1
RS Umum Daerah Rantau Prapat,1207015,Sudah kerjasama BPJS,Mammografi,RS Umum Daerah Rantau Prapat,Sumatera Utara,Labuhan Batu,1
RS Umum Haji Medan,1275794,Sudah kerjasama BPJS,Mammografi,RS Umum Haji Medan,Sumatera Utara,Deli Serdang,1
RS Umum Pusat H. Adam Malik,1275655,Sudah kerjasama BPJS,Mammografi,RS Umum Pusat H. Adam Malik,Sumatera Utara,Kota Medan,1
RS Bhayangkara Tingkat II,1275046,Sudah kerjasama BPJS,Mammografi,RS Bhayangkara Tingkat II,Sumatera Utara,Kota Medan,1
RS Umum Ibnu Sina,1108017,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Ibnu Sina,Aceh,Aceh Besar,1
RS Islam Ibnu Sina Sigli,1109031,Sudah kerjasama BPJS,Patologi Anatomi,RS Islam Ibnu Sina Sigli,Aceh,Pidie,1
RS Tk. II Iskandar Muda Banda Aceh,1171026,Sudah kerjasama BPJS,Patologi Anatomi,RS Tk. II Iskandar Muda Banda Aceh,Aceh,Kota Banda Aceh,1
RS Tk. IV Lhokseumawe Aceh Utara,1174100,Sudah kerjasama BPJS,Patologi Anatomi,RS Tk. IV Lhokseumawe Aceh Utara,Aceh,Kota Lhokseumawe,1
RS Umum Daerah Datu Beru Takengon,1106013,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Datu Beru Takengon,Aceh,Aceh Tengah,1
RS Umum Daerah Dr. Fauziah Bireun,1110075,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Dr. Fauziah Bireun,Aceh,Bireuen,1
RS Umum Cut Meutia Kab. Aceh Utara,1174016,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Cut Meutia Kab. Aceh Utara,Aceh,Aceh Utara,1
RS Umum Daerah Dr. Zainoel Abidin,1171015,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah  Dr. Zainoel Abidin,Aceh,Kota Banda Aceh,1
RS Umum Daerah dr. Zubir Mahmud,1105056,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah dr. Zubir Mahmud,Aceh,Aceh Timur,1
RS Umum Daerah H. Sahudin Kutacane,1104011,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah H. Sahudin Kutacane,Aceh,Aceh Tenggara,1
RS Umum Daerah Tamiang,1114011,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Tamiang,Aceh,Aceh Tamiang,1
RS Umum Daerah Langsa,1173012,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Langsa,Aceh,Kota Langsa,1
RS Umum Daerah Meuraxa,1171110,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Meuraxa,Aceh,Kota Banda Aceh,1
RS Umum Daerah Muyang Kute Redelong Bener Meriah,1117025,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Muyang Kute Redelong Bener Meriah,Aceh,Bener Meriah,1
RS Umum Daerah Kota Subulussalam,1102027,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Kota Subulussalam,Aceh,Kota Subulussalam,1
RS Umum Daerah Sultan Abdul Aziz Syah Peureulak,1105067,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Sultan Abdul Aziz Syah Peureulak,Aceh,Aceh Timur,1
RS Umum Daerah TGK Chik Ditiro Sigli,1109016,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah TGK Chik Ditiro Sigli,Aceh,Pidie,1
RSUP Prof. Dr. I.G.N.G. Ngoerah,5171016,Sudah kerjasama BPJS,Patologi Anatomi,RSUP Prof. Dr. I.G.N.G. Ngoerah,Bali,Kota Denpasar,1
RS Umum Balimed,5171203,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Balimed,Bali,Kota Denpasar,1
RS Universitas Udayana,5103040,Sudah kerjasama BPJS,Patologi Anatomi,RS Universitas Udayana,Bali,Badung,1
RS Windu Husada,5103053,Sudah kerjasama BPJS,Patologi Anatomi,RS Windu Husada,Bali,Badung,1
RS Daerah Mangusada,5103032,Sudah kerjasama BPJS,Patologi Anatomi,RS Daerah Mangusada,Bali,Badung,1
RS Umum Balimed Negara,5101055,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Balimed Negara,Bali,Jembrana,1
RS Umum Ganesha,5104034,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Ganesha,Bali,Gianyar,1
RS Umum Grha Bhakti Medika,5105017,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Grha Bhakti Medika,Bali,Klungkung,1
RS Umum Murni Teguh Tuban Bali,5103052,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Murni Teguh Tuban Bali,Bali,Badung,1
RS Umum Daerah Negara,5101016,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Negara,Bali,Jembrana,1
RS Umum Puri Raharja,5171133,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Puri Raharja,Bali,Kota Denpasar,1
RS Umum Daerah Bali Mandara Provinsi Bali,5171220,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Bali Mandara Provinsi Bali,Bali,Kota Denpasar,1
RS Umum Daerah Bangli,5106014,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Bangli,Bali,Bangli,1
RS Umum Daerah Kab. Buleleng,5108016,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Kab. Buleleng,Bali,Buleleng,1
RS Umum Daerah Karangasem,5107015,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Karangasem,Bali,Karangasem,1
RS Umum Daerah Klungkung,5105013,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Klungkung,Bali,Klungkung,1
RS Umum Daerah Sanjiwani Gianyar,5104012,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Sanjiwani Gianyar,Bali,Gianyar,1
RS Umum Daerah Wangaya,5171020,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Wangaya,Bali,Kota Denpasar,1
RS Ciputra,3603180,Belum kerjasama BPJS,Patologi Anatomi,RS Ciputra ,Banten,Tangerang,0
RS EMC Alam Sutera,3603115,Belum kerjasama BPJS,Patologi Anatomi,RS EMC Alam Sutera,Banten,Kota Tangerang Selatan,0
RS EMC Tangerang,3671065,Belum kerjasama BPJS,Patologi Anatomi,RS EMC Tangerang,Banten,Kota Tangerang,0
RS Hermina Ciputat,3674007,Belum kerjasama BPJS,Patologi Anatomi,RS Hermina Ciputat,Banten,Kota Tangerang Selatan,0
RS Umum Hermina Tangerang,3671136,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Tangerang,Banten,Kota Tangerang,0
RS Mayapada,3671080,Belum kerjasama BPJS,Patologi Anatomi,RS Mayapada,Banten,Kota Tangerang,0
RS Mitra Keluarga Gading Serpong,3603192,Belum kerjasama BPJS,Patologi Anatomi,RS Mitra Keluarga Gading Serpong,Banten,Tangerang,0
RS Murni Teguh Ciledug,3671126,Belum kerjasama BPJS,Patologi Anatomi,RS Murni Teguh Ciledug,Banten,Kota Tangerang,0
RS Premier Bintaro,3674102,Belum kerjasama BPJS,Patologi Anatomi,RS Premier Bintaro,Banten,Kota Tangerang Selatan,0
RS Sari Asih Ciledug,3671205,Belum kerjasama BPJS,Patologi Anatomi,RS Sari Asih Ciledug,Banten,Kota Tangerang,0
RS Sari Asih Cipondoh,3671224,Belum kerjasama BPJS,Patologi Anatomi,RS Sari Asih Cipondoh,Banten,Kota Tangerang,0
RS Sari Asih Karawaci,3671043,Belum kerjasama BPJS,Patologi Anatomi,RS Sari Asih Karawaci,Banten,Kota Tangerang,0
RS Sari Asih Serang,3673036,Belum kerjasama BPJS,Patologi Anatomi,RS Sari Asih Serang,Banten,Kota Serang,0
RS Sari Asih Ciputat,3674005,Belum kerjasama BPJS,Patologi Anatomi,RS Sari Asih Ciputat,Banten,Kota Tangerang Selatan,0
RS An-Nisa,3671076,Belum kerjasama BPJS,Patologi Anatomi,RS An-Nisa ,Banten,Kota Tangerang,0
RS Umum Daerah Dr. Adjidarmo,3602011,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Dr. Adjidarmo,Banten,Lebak,0
RS Umum Daerah Berkah Pandeglang,3601010,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Berkah Pandeglang,Banten,Pandeglang,0
RS Umum Daerah dr. Drajat Prawiranegara,3604013,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah dr. Drajat Prawiranegara ,Banten,Serang,0
RS Umum Daerah Kabupaten Tangerang,3603010,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Kabupaten Tangerang,Banten,Tangerang,0
RS Umum Daerah Kota Tangerang,3671208,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Kota Tangerang,Banten,Kota Tangerang,0
RS Umum Daerah Pakuhaji,3603191,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Pakuhaji,Banten,Tangerang,0
RSUP Dr. Sitanala Tangerang,3671032,Belum kerjasama BPJS,Patologi Anatomi,RSUP Dr. Sitanala Tangerang,Banten,Kota Tangerang,0
RS Primaya,3671203,Belum kerjasama BPJS,Patologi Anatomi,RS Primaya,Banten,Kota Tangerang,0
RS Umum Daerah Banten,3673004,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Banten,Banten,Kota Serang,0
RS Umum Daerah Kota Cilegon,3672022,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Kota Cilegon,Banten,Kota Cilegon,0
RS Siloam Hospitals Lippo Village,3671054,Belum kerjasama BPJS,Patologi Anatomi,RS Siloam Hospitals Lippo Village,Banten,Tangerang,0
RS Ibu dan Anak AL-Barra,1706020,Belum kerjasama BPJS,Patologi Anatomi,RS Ibu dan Anak AL-Barra,Bengkulu,Muko Muko,0
RS Tiara Sella,1771062,Belum kerjasama BPJS,Patologi Anatomi,RS Tiara Sella,Bengkulu,Kota Bengkulu,0
RS Umum Ummi Bengkulu,1771007,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Ummi Bengkulu,Bengkulu,Kota Bengkulu,0
RS Umum Daerah Dr. M. Yunus Bengkulu,1771014,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Dr. M. Yunus Bengkulu,Bengkulu,Kota Bengkulu,0
RS Umum Daerah Hasanuddin Damrah Manna,1701014,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Hasanuddin Damrah Manna,Bengkulu,Bengkulu Selatan,0
RS Akademik Universitas Gadjah Mada,3404189,Belum kerjasama BPJS,Patologi Anatomi,RS Akademik Universitas Gadjah Mada,DI Yogyakarta,Sleman,0
RS Bethesda Yogyakarta,3471063,Belum kerjasama BPJS,Patologi Anatomi,RS Bethesda Yogyakarta,DI Yogyakarta,Kota Yogyakarta,0
RS Siloam Yogyakarta,3471380,Belum kerjasama BPJS,Patologi Anatomi,RS Siloam Yogyakarta,DI Yogyakarta,Kota Yogyakarta,0
RSPAU Dr. Suhardi Harjolukito,3471074,Belum kerjasama BPJS,Patologi Anatomi,RSPAU Dr.  Suhardi Harjolukito,DI Yogyakarta,Bantul,0
RS Umum Daerah Kota Yogyakarta,3471234,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,0
RS Umum Daerah Panembahan Senopati,3402016,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Panembahan Senopati,DI Yogyakarta,Bantul,0
RSUP Dr. Sardjito,3404015,Belum kerjasama BPJS,Patologi Anatomi,RSUP Dr. Sardjito,DI Yogyakarta,Sleman,0
RS Umum Panti Rapih,3471052,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Panti Rapih,DI Yogyakarta,Kota Yogyakarta,0
RS Umum Medika Permata Hijau,3174420,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Medika Permata Hijau,DKI Jakarta,Kota Jakarta Barat,0
RS EMC Pulomas,3172495,Belum kerjasama BPJS,Patologi Anatomi,RS EMC Pulomas,DKI Jakarta,Kota Jakarta Timur,0
RS Umum Haji Jakarta,3172724,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Haji Jakarta,DKI Jakarta,Kota Jakarta Timur,0
RS Umum Hermina Daan Mogot,3174431,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Daan Mogot,DKI Jakarta,Kota Jakarta Barat,0
RS Umum Hermina Kemayoran,3173706,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Kemayoran,DKI Jakarta,Kota Jakarta Pusat,0
RS Umum Hermina Podomoro,3175304,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Podomoro,DKI Jakarta,Kota Jakarta Utara,0
RS Umum Husada,3173040,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Husada,DKI Jakarta,Kota Jakarta Pusat,0
RS Islam Jakarta Cempaka Putih,3173073,Belum kerjasama BPJS,Patologi Anatomi,RS Islam Jakarta Cempaka Putih,DKI Jakarta,Kota Jakarta Pusat,0
RS Kanker Dharmais,3174063,Belum kerjasama BPJS,Patologi Anatomi,RS Kanker Dharmais,DKI Jakarta,Kota Jakarta Barat,0
RS Umum Kramat 128,3173580,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Kramat 128,DKI Jakarta,Kota Jakarta Pusat,0
RS Umum AL Cilandak,3171034,Belum kerjasama BPJS,Patologi Anatomi,RS Umum AL Cilandak,DKI Jakarta,Kota Jakarta Selatan,0
RS Umum Mayapada,3171786,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Mayapada,DKI Jakarta,Kota Jakarta Selatan,0
RS Umum Pelabuhan Tanjung Priok,3175042,Belum kerjasama BPJS,Patologi Anatomi,RS Umum  Pelabuhan Tanjung Priok,DKI Jakarta,Kota Jakarta Utara,0
RS Umum Premier Jatinegara,3172206,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Premier Jatinegara,DKI Jakarta,Kota Jakarta Timur,0
RS Primaya PGI Cikini,3173062,Belum kerjasama BPJS,Patologi Anatomi,RS Primaya PGI Cikini,DKI Jakarta,Kota Jakarta Pusat,0
RS Umum Pusat Pertamina,3171023,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Pusat Pertamina,DKI Jakarta,Kota Jakarta Selatan,0
RS Umum Bhayangkara Tk. I R.Said Sukanto,3172072,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Bhayangkara Tk. I R.Said Sukanto,DKI Jakarta,Kota Jakarta Timur,0
RS Umum Sint Carolus,3173051,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Sint Carolus,DKI Jakarta,Kota Jakarta Pusat,0
RS Umum Sumber Waras,3174015,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Sumber Waras,DKI Jakarta,Kota Jakarta Barat,0
RS Umum Tebet,3171461,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Tebet,DKI Jakarta,Kota Jakarta Selatan,0
RS Umum Tzu Chi Hospital,3175418,Belum kerjasama BPJS,Patologi Anatomi,RS Umum Tzu Chi Hospital,DKI Jakarta,Kota Jakarta Utara,0
RS Islam Jakarta Pondok Kopi,3172505,Belum kerjasama BPJS,Patologi Anatomi,RS Islam Jakarta Pondok Kopi,DKI Jakarta,Kota Jakarta Timur,0
RS Anak dan Bunda Harapan Kita,3174260,Belum kerjasama BPJS,Patologi Anatomi,RS Anak dan Bunda Harapan Kita,DKI Jakarta,Kota Jakarta Barat,0
RS Umum AL Dr. Mintoharjo,3173036,Belum kerjasama BPJS,Patologi Anatomi,RS Umum AL Dr. Mintoharjo,DKI Jakarta,Kota Jakarta Pusat,0
RS Angkatan Udara dr. Esnawan Antariksa,3172061,Sudah kerjasama BPJS,Patologi Anatomi,RS Angkatan Udara dr. Esnawan Antariksa,DKI Jakarta,Kota Jakarta Timur,1
RS Umum PAD Gatot Soebroto,3173025,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum PAD Gatot Soebroto,DKI Jakarta,Kota Jakarta Pusat,1
RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,3175064,Sudah kerjasama BPJS,Patologi Anatomi,RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,DKI Jakarta,Kota Jakarta Utara,1
RS Umum Hermina Jatinegara,3172243,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Jatinegara,DKI Jakarta,Kota Jakarta Timur,1
RS Umum Mitra Keluarga Kalideres,3174519,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Mitra Keluarga Kalideres,DKI Jakarta,Kota Jakarta Barat,1
RS Umum Universitas Kristen Indonesia,3172094,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Universitas Kristen Indonesia,DKI Jakarta,Kota Jakarta Timur,1
RS Umum Daerah Budhi Asih,3172024,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Budhi Asih,DKI Jakarta,Kota Jakarta Timur,1
RS Umum Daerah Koja,3175016,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Koja,DKI Jakarta,Kota Jakarta Utara,1
RS Umum Daerah Pasar Minggu,3171795,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Pasar Minggu,DKI Jakarta,Kota Jakarta Selatan,1
RS Umum Daerah Pasar Rebo,3172126,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Pasar Rebo,DKI Jakarta,Kota Jakarta Timur,1
RSUP Fatmawati,3171012,Sudah kerjasama BPJS,Patologi Anatomi,RSUP Fatmawati,DKI Jakarta,Kota Jakarta Selatan,1
RSUP Persahabatan,3172013,Sudah kerjasama BPJS,Patologi Anatomi,RSUP Persahabatan,DKI Jakarta,Kota Jakarta Timur,1
RSUPN Dr. Cipto Mangunkusumo,3173014,Sudah kerjasama BPJS,Patologi Anatomi,RSUPN Dr. Cipto Mangunkusumo,DKI Jakarta,Kota Jakarta Pusat,1
RS Umum Daerah dr. M. Mohammad Dunda,7502033,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah dr. M. Mohammad Dunda,Gorontalo,Gorontalo,1
RS Umum Daerah Bumi Panua,7503045,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Bumi Panua,Gorontalo,Pohuwato,1
RS Umum Daerah Tani dan Nelayan,7501043,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Tani dan Nelayan,Gorontalo,Boalemo,1
RS Bhayangkara Jambi,1571034,Sudah kerjasama BPJS,Patologi Anatomi,RS Bhayangkara Jambi,Jambi,Kota Jambi,1
RS Islam Arafah,1571159,Sudah kerjasama BPJS,Patologi Anatomi,RS Islam Arafah,Jambi,Kota Jambi,1
RS Mitra,1571168,Sudah kerjasama BPJS,Patologi Anatomi,RS Mitra,Jambi,Kota Jambi,1
RS Mitra Medika Batang Hari,1504018,Sudah kerjasama BPJS,Patologi Anatomi,RS Mitra Medika Batang Hari,Jambi,Batang Hari,1
RS Rapha Theresia,1571180,Sudah kerjasama BPJS,Patologi Anatomi,RS Rapha Theresia,Jambi,Kota Jambi,1
RS Siloam Jambi,1571147,Sudah kerjasama BPJS,Patologi Anatomi,RS Siloam Jambi,Jambi,Kota Jambi,1
RS Umum Santa Theresia,1571045,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Santa Theresia,Jambi,Kota Jambi,1
RS Tk. III 02.06.01 dr. Bratanata,1571023,Sudah kerjasama BPJS,Patologi Anatomi,RS Tk. III 02.06.01  dr. Bratanata,Jambi,Kota Jambi,1
RS Umum Permata Hati,1509028,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Permata Hati,Jambi,Bungo,1
RS Umum Daerah H. Abdul Manap,1571158,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah H. Abdul Manap,Jambi,Kota Jambi,1
RS Umum Daerah H. Hanafie,1509013,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah H. Hanafie,Jambi,Bungo,1
RS Umum Daerah Prof. Dr. H. Chatib Quzwain,1503036,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Prof. Dr. H.  Chatib Quzwain,Jambi,Sarolangun,1
RS Umum Daerah Raden Mattaher Jambi,1571012,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Raden Mattaher Jambi,Jambi,Kota Jambi,1
RS Umum Al-Islam Bandung,3273420,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Al-Islam Bandung,Jawa Barat,Kota Bandung,1
RS Umum Bhakti Medicare,3202084,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Bhakti Medicare,Jawa Barat,Sukabumi,1
RSU Bhayangkara Tk. II Sartika Asih,3273026,Sudah kerjasama BPJS,Patologi Anatomi,RSU Bhayangkara Tk. II Sartika Asih,Jawa Barat,Kota Bandung,1
RS Umum Bhayangkara Indramayu,3212042,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Bhayangkara Indramayu,Jawa Barat,Indramayu,1
RS Umum Cahya Kawaluyan,3217121,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Cahya Kawaluyan,Jawa Barat,Bandung Barat,1
RS Eka Bekasi,3216450,Sudah kerjasama BPJS,Patologi Anatomi,RS Eka Bekasi,Jawa Barat,Bekasi,1
RS EMC Cikarang,3216436,Sudah kerjasama BPJS,Patologi Anatomi,RS EMC Cikarang,Jawa Barat,Bekasi,1
RS EMC Sentul,3201247,Sudah kerjasama BPJS,Patologi Anatomi,RS EMC Sentul,Jawa Barat,Bogor,1
RS Umum Grha Permata Ibu,3276041,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Grha Permata Ibu,Jawa Barat,Kota Depok,1
RS Umum Hermina Bekasi,3275115,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Bekasi,Jawa Barat,Kota Bekasi,1
RS Umum Hermina Depok,3201126,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Depok,Jawa Barat,Kota Depok,1
RS Umum Hermina Grand Wisata,3216318,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Grand Wisata,Jawa Barat,Bekasi,1
RS Hermina Karawang,3215169,Sudah kerjasama BPJS,Patologi Anatomi,RS Hermina Karawang,Jawa Barat,Karawang,1
RS Umum Hermina Mekarsari,3201238,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Mekarsari,Jawa Barat,Bogor,1
RS Umum Hermina Pasteur,3273539,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Hermina Pasteur ,Jawa Barat,Kota Bandung,1
RS Hermina Soreang,3204165,Sudah kerjasama BPJS,Patologi Anatomi,RS Hermina Soreang,Jawa Barat,Bandung,1
RS Umum Izza,3215134,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Izza,Jawa Barat,Karawang,1
RS Umum Meilia,3201185,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Meilia,Jawa Barat,Kota Depok,1
RS Umum Mitra Keluarga Bekasi Timur,3275046,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Mitra Keluarga Bekasi Timur,Jawa Barat,Kota Bekasi,1
RS Umum Mitra Keluarga Depok,3276028,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Mitra Keluarga Depok,Jawa Barat,Kota Depok,1
RS Umum Mitra Plumbon,3209051,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Mitra Plumbon,Jawa Barat,Cirebon,1
RS Umum Pamanukan Medical Center (PMC),3213045,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Pamanukan Medical Center (PMC),Jawa Barat,Subang,1
RS Paru Provinsi Jawa Barat,3209036,Sudah kerjasama BPJS,Patologi Anatomi,RS Paru Provinsi Jawa Barat,Jawa Barat,Cirebon,1
RS Umum Permata Cirebon,3209054,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Permata Cirebon,Jawa Barat,Cirebon,1
RS Permata Keluarga Karawang,3215171,Sudah kerjasama BPJS,Patologi Anatomi,RS Permata Keluarga Karawang,Jawa Barat,Karawang,1
RS Permata Kuningan,3208065,Sudah kerjasama BPJS,Patologi Anatomi,RS Permata Kuningan,Jawa Barat,Kuningan,1
RS Umum PMI Bogor,3271013,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum PMI Bogor,Jawa Barat,Kota Bogor,1
RS PRIMAYA BEKASI BARAT,3275392,Sudah kerjasama BPJS,Patologi Anatomi,RS Primaya,Jawa Barat,Kota Bekasi,1
RS Primaya Depok,3276167,Sudah kerjasama BPJS,Patologi Anatomi,RS Primaya Depok,Jawa Barat,Kota Depok,1
RS Primaya Karawang,3215170,Sudah kerjasama BPJS,Patologi Anatomi,RS Primaya Karawang,Jawa Barat,Karawang,1
RS Umum Santo Borromeus,3273074,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Santo Borromeus,Jawa Barat,Kota Bandung,1
RS Umum Santo Yusup,3273063,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Santo Yusup,Jawa Barat,Kota Bandung,1
RS Umum Santosa Hospital Bandung Kopo,3273542,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Santosa Hospital Bandung Kopo,Jawa Barat,Kota Bandung,1
RS Umum Syifa Medina,3278018,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Syifa Medina,Jawa Barat,Kota Tasikmalaya,1
RS Umum Tk. III Ciremai,3274020,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Tk. III Ciremai,Jawa Barat,Kota Cirebon,1
RS Universitas Indonesia,3201256,Sudah kerjasama BPJS,Patologi Anatomi,RS Universitas Indonesia,Jawa Barat,Kota Depok,1
RS Umum Mitra Kasih,3204075,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Mitra Kasih,Jawa Barat,Kota Cimahi,1
RS Umum Tk. II Dustira,3277031,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Tk. II Dustira,Jawa Barat,Kota Cimahi,1
RS Umum Daerah Gunung Jati,3274016,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Daerah Gunung Jati,Jawa Barat,Kota Cirebon,1
RS Umum Alia Hospital,3276154,Sudah kerjasama BPJS,Patologi Anatomi,RS Umum Alia Hospital,Jawa Barat,Kota Depok,1
